,action_code,action_code_full,amendment_indicator,amendment_number,back_reference_schedule_name,back_reference_transaction_id,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_district,candidate_office_state,candidate_party,candidate_prefix,candidate_suffix,category_code,category_code_full,committee_id,conduit_committee_city,conduit_committee_id,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,dissemination_date,election_type,election_type_full,expenditure_amount,expenditure_date,expenditure_description,file_number,filer_first_name,filer_last_name,filer_middle_name,filer_prefix,filer_suffix,filing_date,filing_form,form_line_number,image_number,independent_sign_date,independent_sign_name,is_notice,line_number,link_id,memo_code,memo_code_full,memo_text,memoed_subtotal,most_recent,notary_commission_expiration_date,notary_sign_date,notary_sign_name,office_total_ytd,original_sub_id,payee_city,payee_first_name,payee_last_name,payee_middle_name,payee_name,payee_prefix,payee_state,payee_street_1,payee_street_2,payee_suffix,payee_zip,pdf_url,previous_file_number,report_type,report_year,schedule_type,schedule_type_full,sub_id,support_oppose_indicator,transaction_id,committee
10,A,ADD,A,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,4.0,Advertising Expenses ,C00562595,,,,,,,,2022-10-23,G2022,,87500.0,2022-10-24 00:00:00,DIGITAL ADVERTISEMENT,1648893,CHRISSIE,HASTIE,,,,2022-10-25,F24,F24-24,202210259541634577,2022-10-25,"HASTIE, CHRISSIE",True,24,4102520221590890028,,,,False,False,,,,88100.0,,LAS VEGAS,,,,MEDIA PLACEMENT SERVICES,,NV,PO BOX 753771,,,89136,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541634577,1648449,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102520221591670642,S,E-121,MORNING IN AMERICA PAC
11,A,ADD,N,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,4.0,Advertising Expenses ,C00562595,,,,,,,,2022-10-23,G2022,,600.0,2022-10-24 00:00:00,COST OF PRODUCTION,1648449,CHRISSIE,HASTIE,,,,2022-10-24,F24,F24-24,202210249541557650,2022-10-24,"HASTIE, CHRISSIE",True,24,4102520221590890000,,,,False,False,,,,88100.0,,LAS VEGAS,,,,MEDIA PLACEMENT SERVICES,,NV,PO BOX 753771,,,89136,https://docquery.fec.gov/cgi-bin/fecimg/?202210249541557650,1648449,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102520221591670003,S,E-129,MORNING IN AMERICA PAC
12,A,ADD,N,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,4.0,Advertising Expenses ,C00562595,,,,,,,,2022-10-23,G2022,,87500.0,2022-10-24 00:00:00,DIGITAL ADVERTISEMENT,1648449,CHRISSIE,HASTIE,,,,2022-10-24,F24,F24-24,202210249541557650,2022-10-24,"HASTIE, CHRISSIE",True,24,4102520221590890000,,,,False,False,,,,88100.0,,LAS VEGAS,,,,MEDIA PLACEMENT SERVICES,,NV,PO BOX 753771,,,89136,https://docquery.fec.gov/cgi-bin/fecimg/?202210249541557650,1648449,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102520221591670002,S,E-121,MORNING IN AMERICA PAC
13,C,CHANGE,A,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,,,C00562595,,,,,,,,2022-10-23,G2022,,6000.0,2022-10-24 00:00:00,MEDIA PRODUCTION COSTS,1672841,CHRISSIE,HASTIE,,,,2022-12-16,F3X,F3X-24,202212169574178579,2022-12-16,"HASTIE, CHRISSIE",False,24,4121620221636960016,,,,False,True,,,,187000.0,,LAS VEGAS,,,,MEDIA PLACEMENT SERVICES,,NV,PO BOX 753771,,,89136,https://docquery.fec.gov/cgi-bin/fecimg/?202212169574178579,1671495,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011820231709101618,S,E-129,MORNING IN AMERICA PAC
14,C,CHANGE,A,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,,,C00562595,,,,,,,,2022-10-23,G2022,,87500.0,2022-10-24 00:00:00,DIGITAL ADVERTISEMENT,1672841,CHRISSIE,HASTIE,,,,2022-12-16,F3X,F3X-24,202212169574178578,2022-12-16,"HASTIE, CHRISSIE",False,24,4121620221636960016,,,,False,True,,,,187000.0,,LAS VEGAS,,,,MEDIA PLACEMENT SERVICES,,NV,PO BOX 753771,,,89136,https://docquery.fec.gov/cgi-bin/fecimg/?202212169574178578,1671495,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011820231709101617,S,E-121,MORNING IN AMERICA PAC
15,C,CHANGE,A,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,4.0,Advertising Expenses ,C00053553,,C00801985,,,,,,2022-10-18,G2022,,2804.26,2022-10-19 00:00:00,IE - P2P TEXTING,1695146,CHRISTINA M.,MAJORS,,,,2023-03-27,F3X,F3X-24,202303279579679926,2023-03-27,"MAJORS, CHRISTINA M.",False,24,4032720231738221011,,,,False,True,,,,5487.94,,CHICAGO,,,,"I360, LLC",,IL,29374 NETWORK PLACE,,,606731293,https://docquery.fec.gov/cgi-bin/fecimg/?202303279579679926,1687818,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4032920231738287142,S,86378812,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND
16,A,ADD,N,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,,,C00772913,,,,,,,,2022-10-18,G2022,,37495.63,2022-10-18 00:00:00,MEDIA PLACEMENT,1652338,TIM,ABLER,,,,2022-10-27,F3X,F3X-24,202210279541798973,2022-10-18,"ABLER, TIM",False,24,4102720221592347989,,,,False,True,,,,81028.76,,ARLINGTON,,,,FP1 DIGITAL LLC,,VA,3001 WASHINGTON BLVD,7TH FLOOR,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541798973,1652338,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849540,S,SE24.12,U.S. CONCEALED CARRY ASSOCIATION FOR SAVING LIVES
17,A,ADD,N,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,,,C00772913,,,,,,,,2022-10-18,G2022,,37495.63,2022-10-18 00:00:00,MEDIA PLACEMENT,1644025,TIM,ABLER,,,,2022-10-18,F24,F24-24,202210189537559747,2022-10-18,"ABLER, TIM",True,24,4101820221588501063,,,,False,True,,,,81028.76,,ARLINGTON,,,,FP1 DIGITAL LLC,,VA,3001 WASHINGTON BLVD,7TH FLOOR,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210189537559747,1644025,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4101820221589098566,S,SE24.2,U.S. CONCEALED CARRY ASSOCIATION FOR SAVING LIVES
18,A,ADD,N,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,,,C00030718,,,,,,,,2022-10-11,G2022,,14792.5,2022-10-11 00:00:00,ONLINE DIGITAL AD BUY & PRODUCTION COSTS,1651556,NANCY,LANE,,,,2022-10-27,F3X,F3X-24,202210279541730485,2022-10-26,"LANE, NANCY",False,24,4102720221592347429,,,,False,True,,,,16592.5,,ARLINGTON,,,,THE LUKENS COMPANY,,VA,2800 S SHIRLINGTON RD,FL 9,,222063601,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541730485,1651556,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849226,S,EFBE624F0CF29405EAFC,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE
19,A,ADD,N,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,,,C00030718,,,,,,,,2022-10-11,G2022,,1800.0,2022-10-11 00:00:00,ADMINISTRATIVE CONSULTING,1651556,NANCY,LANE,,,,2022-10-27,F3X,F3X-24,202210279541730476,2022-10-26,"LANE, NANCY",False,24,4102720221592347429,,,,False,True,,,,16592.5,,CHICAGO,,,,NATIONAL ASSOCIATION OF REALTORS,,IL,430 N MICHIGAN AVE,,,606114011,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541730476,1651556,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849207,S,E42A0240991B841808FD,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE
20,A,ADD,N,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,,,C00030718,,,,,,,,2022-10-11,G2022,,14792.5,2022-10-11 00:00:00,ONLINE DIGITAL AD BUY & PRODUCTION COSTS,1637938,NANCY,LANE,M.,,,2022-10-13,F24,F24-24,202210139532194939,2022-10-13,"LANE, NANCY M.",True,24,4101320221588039088,,,,False,True,,,,16592.5,,ARLINGTON,,,,THE LUKENS COMPANY,,VA,2800 S SHIRLINGTON RD,FL 9,,222063601,https://docquery.fec.gov/cgi-bin/fecimg/?202210139532194939,1637938,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4101320221588119797,S,EFBE624F0CF29405EAFC,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE
21,A,ADD,N,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,,,C00030718,,,,,,,,2022-10-11,G2022,,1800.0,2022-10-11 00:00:00,ADMINISTRATIVE CONSULTING,1637938,NANCY,LANE,M.,,,2022-10-13,F24,F24-24,202210139532194939,2022-10-13,"LANE, NANCY M.",True,24,4101320221588039088,,,,False,True,,,,16592.5,,CHICAGO,,,,NATIONAL ASSOCIATION OF REALTORS,,IL,430 N MICHIGAN AVE,,,606114011,https://docquery.fec.gov/cgi-bin/fecimg/?202210139532194939,1637938,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4101320221588119796,S,E42A0240991B841808FD,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE
22,C,CHANGE,A,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,4.0,Advertising Expenses ,C00053553,,C00801985,,,,,,2022-10-09,G2022,,2.46,2022-10-09 00:00:00,IE - P2P TEXTING,1695146,CHRISTINA M.,MAJORS,,,,2023-03-27,F3X,F3X-24,202303279579679887,2023-03-27,"MAJORS, CHRISTINA M.",False,24,4032720231738221011,,,,False,True,,,,2683.68,,CHICAGO,,,,"I360, LLC",,IL,29374 NETWORK PLACE,,,606731293,https://docquery.fec.gov/cgi-bin/fecimg/?202303279579679887,1687818,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4032920231738287064,S,86334713,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND
23,C,CHANGE,A,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,4.0,Advertising Expenses ,C00053553,,C00801985,,,,,,2022-10-05,G2022,,2681.22,2022-10-06 00:00:00,IE - P2P TEXTING,1695146,CHRISTINA M.,MAJORS,,,,2023-03-27,F3X,F3X-24,202303279579679869,2023-03-27,"MAJORS, CHRISTINA M.",False,24,4032720231738221011,,,,False,True,,,,2681.22,,CHICAGO,,,,"I360, LLC",,IL,29374 NETWORK PLACE,,,606731293,https://docquery.fec.gov/cgi-bin/fecimg/?202303279579679869,1687818,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4032920231738287029,S,86331640,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND
24,A,ADD,N,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,,,C00772913,,,,,,,,2022-10-01,G2022,,43371.53,2022-10-01 00:00:00,MEDIA PRODUCTION / MEDIA PLACEMENT,1652338,TIM,ABLER,,,,2022-10-27,F3X,F3X-24,202210279541798971,2022-10-03,"ABLER, TIM",False,24,4102720221592347989,,,,False,True,,,,43533.13,,ARLINGTON,,,,FP1 DIGITAL LLC,,VA,3001 WASHINGTON BLVD,7TH FLOOR,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541798971,1652338,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849535,S,SE24.7,U.S. CONCEALED CARRY ASSOCIATION FOR SAVING LIVES
25,A,ADD,N,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,,,C00772913,,,,,,,,2022-10-01,G2022,,161.6,2022-10-01 00:00:00,IN KIND: MEDIA PRODUCTION,1652338,TIM,ABLER,,,,2022-10-27,F3X,F3X-24,202210279541798968,2022-10-03,"ABLER, TIM",False,24,4102720221592347989,,,,False,True,,,,161.6,,WEST BEND,,,,DELTA DEFENSE,,WI,100 FREEDOM WAY,,,53095,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541798968,1652338,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849530,S,SE24.2,U.S. CONCEALED CARRY ASSOCIATION FOR SAVING LIVES
26,A,ADD,N,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,,,C00772913,,,,,,,,2022-10-01,G2022,,43371.53,2022-10-01 00:00:00,MEDIA PRODUCTION / MEDIA PLACEMENT,1633560,TIM,ABLER,,,,2022-10-03,F24,F24-24,202210039532051935,2022-10-03,"ABLER, TIM",True,24,4100320221587363028,,,,False,True,,,,43533.13,,ARLINGTON,,,,FP1 DIGITAL LLC,,VA,3001 WASHINGTON BLVD,7TH FLOOR,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210039532051935,1633560,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4100320221587379231,S,SE24.4,U.S. CONCEALED CARRY ASSOCIATION FOR SAVING LIVES
27,A,ADD,N,,,,KEVIN,H2CA03157,KILEY,,"KILEY, KEVIN",H,3,CA,REP,,,,,C00772913,,,,,,,,2022-10-01,G2022,,161.6,2022-10-01 00:00:00,IN KIND: MEDIA PRODUCTION,1633560,TIM,ABLER,,,,2022-10-03,F24,F24-24,202210039532051935,2022-10-03,"ABLER, TIM",True,24,4100320221587363028,,,,False,True,,,,161.6,,WEST BEND,,,,DELTA DEFENSE,,WI,100 FREEDOM WAY,,,53095,https://docquery.fec.gov/cgi-bin/fecimg/?202210039532051935,1633560,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4100320221587379230,S,SE24.3,U.S. CONCEALED CARRY ASSOCIATION FOR SAVING LIVES
